id;parent_id;product_number;active;stock;name;description;price_net;price_gross;purchase_prices_net;purchase_prices_gross;tax_id;tax_rate;tax_name;cover_media_id;cover_media_url;cover_media_title;cover_media_alt;manufacturer_id;manufacturer_name;categories;sales_channel;propertyIds;optionIds
4b3ac1ff35e9e105f9446f1569b3822d;;sk-101;1;11;"Trail Helmet";"In-mould trail helmet with an extended rear shell, adjustable visor and a dial-fit retention system. 22 vents keep it cool on long climbs.";74.79;89;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";d5250b759e029391e36f2f4d7be84145;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/93/68/81/1787225494/sask-sk-101.png?ts=1787225494;"Trail Helmet";"Trail Helmet";be616daaebac04e0df86be94dd14d0fb;"Kestrel Works";9c92076e2af09a398c67128a0c06cb00;01a01edd80bc719a92184bed257121ce;;
ad8cdec582d2f74768eba5e228274269;;sk-102;1;14;"Commuter Helmet";"Rounded urban helmet with an integrated rear light and a rain cover in the box. Fits over a beanie in winter.";54.2;64.5;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";0a794bba7c5c50c675b83e45c68d93df;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/26/13/5d/1787225495/sask-sk-102.png?ts=1787225495;"Commuter Helmet";"Commuter Helmet";be616daaebac04e0df86be94dd14d0fb;"Kestrel Works";9c92076e2af09a398c67128a0c06cb00;01a01edd80bc719a92184bed257121ce;635aeb1ba36a797470343396a0e3d084;
8331872278c42cf58f7f8955dd019ef4;;sk-103;1;22;"Front Light 800";"800 lumen USB-C front light with a shaped beam that keeps the glare off oncoming traffic. Four hours on full, twelve on the commute setting.";46.13;54.9;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";614fb90432b1a63ad34d789393a27ec7;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/f4/96/7f/1787225495/sask-sk-103.png?ts=1787225495;"Front Light 800";"Front Light 800";4ce9954037c0a187ef3868f28ab16ad0;Ferrolane;9a1748daf2328de129c807235005fce0;01a01edd80bc719a92184bed257121ce;;
adc8ef2f960226d957c38a125b739b75;;sk-104;1;31;"Rear Light USB-C";"Bright rear light with a brake-sensing flash mode and a seatpost clip that survives a winter. USB-C charging, no proprietary cable.";20.92;24.9;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";9eba9acfafb70cc3e74be8276c204734;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/2b/b0/3a/1787225496/sask-sk-104.png?ts=1787225496;"Rear Light USB-C";"Rear Light USB-C";4ce9954037c0a187ef3868f28ab16ad0;Ferrolane;9a1748daf2328de129c807235005fce0;01a01edd80bc719a92184bed257121ce;;
f643db7241ba194b4a4a4c1b39602995;;sk-105;1;9;"Handlebar Bag 3L";"Fully waterproof 3 litre roll-top handlebar bag. Two straps and a spacer keep it off the cables; the roll closure means no zip to fail.";49.58;59;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";0a9960020cefde79a329e0187d0c1c4d;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/8d/d5/bc/1787225496/sask-sk-105.png?ts=1787225496;"Handlebar Bag 3L";"Handlebar Bag 3L";c086d4fbcfa380852f03de07e28945c9;"Northbound Supply";0237ff1898d4527e868b42c067172853;01a01edd80bc719a92184bed257121ce;;
6153b70589c5c37e45dcf02bc5c90228;;sk-107;1;35;"Multi-Tool 12";"Twelve hardened bits — hex, Torx, a chain breaker and a spoke key — folded into a body small enough for a jersey pocket.";23.11;27.5;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";fa5bd1929ba2f386947b8a83850dadd6;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/0c/f0/f8/1787225496/sask-sk-107.png?ts=1787225496;"Multi-Tool 12";"Multi-Tool 12";4ce9954037c0a187ef3868f28ab16ad0;Ferrolane;7174a22b189766d2fa8275470859d6d5;01a01edd80bc719a92184bed257121ce;;
0268a39c847f38ea2e53d6247d3e0911;;sk-108;1;19;"Mini Pump 120psi";"Alloy mini pump rated to 120 psi with a fold-out T-handle and a switchable Presta/Schrader head. Frame mount included.";26.89;32;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";2416e44a5cb81ddf3371147abc346ef0;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/92/e1/80/1787225497/sask-sk-108.png?ts=1787225497;"Mini Pump 120psi";"Mini Pump 120psi";4ce9954037c0a187ef3868f28ab16ad0;Ferrolane;7174a22b189766d2fa8275470859d6d5;01a01edd80bc719a92184bed257121ce;;
50fa831cb5c5fdf964f931157558f722;;sk-110;1;0;"Tubeless Sealant 500ml";"Latex tubeless sealant with fine sealing particles, seals punctures up to 6 mm. 500 ml bottle with an injector spout.";15.04;17.9;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";2c89bbfd77553f4ecbda6ddfb31914e2;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/46/5c/74/1787225497/sask-sk-110.png?ts=1787225497;"Tubeless Sealant 500ml";"Tubeless Sealant 500ml";9557b31483eefd6ca074d09a1951d213;"Cinder & Co.";7174a22b189766d2fa8275470859d6d5;01a01edd80bc719a92184bed257121ce;;
8b9e110395e11ac0b86cc0a0a431300b;;sk-111;1;18;"Merino Base Layer";"Featherweight 150 g/m² merino base layer. Warm when it is cold, breathable when it is not, and it does not stink after three days.";33.53;39.9;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";c7db1f556b16c39d552b529ef526554e;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/fc/63/f1/1787225498/sask-sk-111.png?ts=1787225498;"Merino Base Layer";"Merino Base Layer";be616daaebac04e0df86be94dd14d0fb;"Kestrel Works";0b0816acf95af599712ca599a222ade3;01a01edd80bc719a92184bed257121ce;;
89d04938a6295e6433fbb7927512eace;;sk-112;1;12;"Bib Shorts";"Four-way stretch bib shorts with a multi-density chamois rated for six-hour days and laser-cut leg grippers that do not dig in.";66.39;79;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";e1bc8ab066a67f95ed186ca5995f6da6;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/68/2e/cc/1787225498/sask-sk-112.png?ts=1787225498;"Bib Shorts";"Bib Shorts";be616daaebac04e0df86be94dd14d0fb;"Kestrel Works";975093f7e01c85a9ff812e1e61c44b7c;01a01edd80bc719a92184bed257121ce;;
32f3a64540e81134134859c0ba37da1a;;sk-114;1;27;"Ergonomic Grips";"Wing-shaped rubber grips that spread the load across the palm on long rides. Single alloy lock ring, no slip.";17.65;21;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";db25ab85ba211c28babce5da6bbdbd7f;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/6c/f5/78/1787225499/sask-sk-114.png?ts=1787225499;"Ergonomic Grips";"Ergonomic Grips";4ce9954037c0a187ef3868f28ab16ad0;Ferrolane;b61c160ac4aa6f9bcf4b2c77f151a465;01a01edd80bc719a92184bed257121ce;;
d27c8e90cb428ad428a4ece5b0aca5b9;;sk-115;1;4;"Carbon Seatpost 27.2";"27.2 mm carbon seatpost with a small amount of engineered flex — it takes the sting out of rough tarmac without a suspension mechanism.";100;119;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";b13dd765ec476656a55ebd7526991f3e;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/49/2e/1c/1787225499/sask-sk-115.png?ts=1787225499;"Carbon Seatpost 27.2";"Carbon Seatpost 27.2";4ce9954037c0a187ef3868f28ab16ad0;Ferrolane;8e2e2ae768d92e3bcce982c2de38f268;01a01edd80bc719a92184bed257121ce;;
d291a3616384aafdc15a4560b731b7ad;;sk-116;1;13;"Gravel Saddle";"Short-nose gravel saddle with a wide relief channel and a durable microfibre cover. Steel rails, 143 mm width.";62.18;74;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";3a237b5790eff6f24ce16fdb9f915ea4;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/28/dc/21/1787225500/sask-sk-116.png?ts=1787225500;"Gravel Saddle";"Gravel Saddle";be616daaebac04e0df86be94dd14d0fb;"Kestrel Works";510d37bfde35e9009c14038166fc25af;01a01edd80bc719a92184bed257121ce;4dbc1fbde107664dde69fed01a8247ac;
f5321c9a5f9e90df55cb9d3bbabbfab5;;sk-117;1;16;"Road Tyre 28c";"Fast-rolling 28c road tyre with a puncture-resistant breaker belt under the tread. Tubeless-ready, supple 120 tpi casing.";32.77;39;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";d6a7c1b1a830f25071d176304ee80643;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/3a/f0/e1/1787225500/sask-sk-117.png?ts=1787225500;"Road Tyre 28c";"Road Tyre 28c";f17a21eab5b88427bcb19a387e37c986;"Halyard Tyres";6c1ddf24e95a72eb63b67cd88dde22ae;01a01edd80bc719a92184bed257121ce;4dbc1fbde107664dde69fed01a8247ac|ccbaef1a6ba9cbd65df78935a4d0d502;
d58ad8c913b75d9244deb3c5119751d0;;sk-119;1;21;"Disc Rotor 160mm";"160 mm centre-lock disc rotor with an aluminium carrier that sheds heat on long descents. Rounded edges, no cheese-grater cutouts.";21.85;26;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";249066adf91c90c4e6a484403afe0be3;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/a9/11/45/1787225501/sask-sk-119.png?ts=1787225501;"Disc Rotor 160mm";"Disc Rotor 160mm";4ce9954037c0a187ef3868f28ab16ad0;Ferrolane;255c3f04d3c827e845ed2dca4ba65a1b;01a01edd80bc719a92184bed257121ce;c5c320063f6df5d31c5fdcf3d987402a;
ca30769a28f6158d873d16550b36a1cd;;sk-121;1;44;"Team Cap";"Cotton cycling cap with a short stiff brim that flips up. Fits under a helmet, soaks up the sweat a helmet pad cannot.";15.97;19;;;01a01edcb74671e8aaa09605e7ac44be;19;"Standard rate";ab25e70fc562a743d8ebbe6b6c5d4642;https://shoppingassistan-rschulte.eu-core-1.shopdev.de/media/44/19/b7/1787225501/sask-sk-121.png?ts=1787225501;"Team Cap";"Team Cap";be616daaebac04e0df86be94dd14d0fb;"Kestrel Works";bfa4f33c77ca90bd67c7a3bc1aaeb10c;01a01edd80bc719a92184bed257121ce;4dbc1fbde107664dde69fed01a8247ac;
